name,x,y,width,height
r7548,6576,710,5,17
r7549,1419,7955,3,15
r7550,9848,5397,2,6
r7551,7656,9953,5,16
r7552,1669,3739,5,10
r7553,136,6640,5,8
r7554,8816,3720,1,2
r7555,525,6444,5,19
r7556,1064,5352,3,18
r7557,2961,2703,4,17
r7558,2250,1978,5,11
r7559,9111,3896,5,18
r7560,6120,2301,3,8
r7561,4397,5875,4,18
r7562,1641,8833,5,8
r7563,6973,8682,5,10
r7564,1017,4955,2,5
r7565,9455,9322,5,18
r7566,1952,6755,5,17
r7567,4882,4704,1,14
r7568,9247,3274,4,7
r7569,7708,7430,1,10
r7570,7119,1977,2,6
r7571,6911,9055,2,4
r7572,7679,5958,2,3
r7573,5812,1406,4,19
r7574,8289,4033,4,5
r7575,6417,1688,1,4
r7576,9358,1807,2,17
r7577,1862,7239,1,14
r7578,8217,4082,4,14
r7579,2654,3640,1,12
r7580,2287,3070,3,13
r7581,3272,1035,2,7
r7582,3516,8996,4,9
r7583,3835,2381,5,20
r7584,3614,994,5,17
r7585,6025,2318,1,13
r7586,2032,8623,5,14
r7587,9885,1716,4,8
r7588,3384,6683,5,11
r7589,6853,2652,3,9
r7590,2598,7373,1,20
r7591,3129,2310,3,2
r7592,551,5111,2,1
r7593,9733,473,3,10
r7594,4037,2105,4,17
r7595,1285,9020,3,14
r7596,2989,5075,5,3
r7597,6692,1084,5,9
r7598,2661,3674,5,11
r7599,9942,7553,4,2
r7600,1997,506,4,8
r7601,2297,2986,2,11
r7602,9762,5581,5,13
r7603,630,6457,3,14
r7604,7208,1681,3,20
r7605,1403,1268,4,15
r7606,9214,2565,1,7
r7607,3252,4736,5,9
r7608,1120,730,5,16
r7609,5466,9279,2,17
r7610,5625,1177,3,17
r7611,8788,8971,5,1
r7612,5692,8577,4,5
r7613,1403,396,4,14
r7614,4647,2189,2,15
r7615,506,7384,5,19
r7616,3385,7673,2,10
r7617,5309,3098,4,20
r7618,6167,7688,5,8
r7619,3831,2150,5,15
r7620,8487,7614,5,19
r7621,4285,5171,2,14
r7622,5422,2887,1,16
r7623,1507,7297,4,19
r7624,3864,3209,1,13
r7625,6531,8972,4,15
r7626,8443,5396,2,3
r7627,9243,6716,4,11
r7628,6338,1224,5,7
r7629,5805,7775,1,14
r7630,4941,3454,3,8
r7631,9272,576,2,7
r7632,1234,8140,2,4
r7633,2098,7288,4,4
r7634,4909,9778,5,7
r7635,3892,2079,1,4
r7636,5072,3801,2,12
r7637,806,6654,4,16
r7638,5841,9517,3,1
r7639,6409,2204,4,20
r7640,2092,5810,1,15
r7641,2325,7249,1,18
r7642,8694,8875,2,1
r7643,1960,1882,2,7
r7644,195,410,3,15
r7645,8528,4290,1,4
r7646,5865,8396,3,7
r7647,6728,395,4,7
r7648,9580,439,5,12
r7649,2122,6946,2,16
r7650,65,1615,5,16
r7651,1006,5595,4,17
r7652,9601,9057,5,11
r7653,9771,3640,5,16
r7654,6400,7178,2,16
r7655,3273,1091,3,14
r7656,5392,923,1,16
r7657,6934,9616,3,19
r7658,4977,2098,2,5
r7659,8324,1110,5,3
r7660,9324,3575,3,1
r7661,5144,7016,4,15
r7662,7246,179,3,5
r7663,1341,5040,4,4
r7664,5632,8678,5,4
r7665,9906,238,5,9
r7666,7674,7314,2,1
r7667,7771,4403,4,9
r7668,462,1475,4,12
r7669,1140,7726,1,16
r7670,3952,3794,4,19
r7671,840,7610,1,16
r7672,4468,9118,3,20
r7673,1983,4151,2,8
r7674,3284,492,4,17
r7675,707,5150,2,4
r7676,284,4085,3,4
r7677,8690,4336,5,15
r7678,3164,375,2,8
r7679,485,7243,1,4
r7680,2566,4274,4,9
r7681,7087,9367,2,18
r7682,6453,3010,2,14
r7683,1032,40,1,6
r7684,5997,5640,3,18
r7685,360,3903,1,20
r7686,1029,8149,1,7
r7687,4162,998,4,20
r7688,7899,4451,4,5
r7689,5806,1940,5,16
r7690,8421,1208,1,15
r7691,2915,5080,4,6
r7692,5162,6589,5,19
r7693,1786,6303,1,13
r7694,1004,6689,4,15
r7695,4740,1008,1,16
r7696,7960,2862,1,12
r7697,1133,6541,3,4
r7698,338,353,4,6
r7699,4031,9221,5,6
r7700,7167,8394,3,17
r7701,9119,8248,3,9
r7702,999,1488,5,7
r7703,9979,3341,1,20
r7704,3018,5039,1,17
r7705,8993,8272,2,6
r7706,6417,8701,4,4
r7707,284,3354,3,16
r7708,1564,1461,5,18
r7709,7383,947,1,20
r7710,9208,2434,4,8
r7711,5291,5685,5,18
r7712,6275,3220,5,16
r7713,3473,9185,5,17
r7714,650,8929,1,13
r7715,9767,7524,3,18
r7716,7943,4289,2,16
r7717,1190,6227,3,7
r7718,4916,9330,3,17
r7719,4673,5959,2,10
r7720,8968,7618,3,3
r7721,3931,4561,3,14
r7722,8116,3419,4,4
r7723,6678,182,3,8
r7724,1925,4235,4,5
r7725,5466,8671,2,12
r7726,9277,5519,2,4
r7727,4638,1148,3,11
r7728,8581,3259,3,15
r7729,9038,6744,2,15
r7730,5971,3980,2,11
r7731,7662,2481,3,10
r7732,4920,7766,3,19
r7733,4085,3351,4,15
r7734,9533,6804,5,18
r7735,3457,2855,5,11
r7736,603,2241,2,4
r7737,270,8349,4,6
r7738,9364,4865,2,14
r7739,5925,5264,2,1
r7740,9093,6049,2,11
r7741,29,7306,1,10
r7742,483,6134,4,1
r7743,41,6922,1,13
r7744,5241,3664,4,6
r7745,2535,2819,1,15
r7746,8685,8843,2,4
r7747,875,4809,5,5
r7748,1890,2553,3,18
r7749,6077,4828,1,7
r7750,2201,2353,3,13
r7751,5751,4227,3,7
r7752,6013,8366,1,9
r7753,1973,5897,4,14
r7754,5944,6816,5,13
r7755,9404,7001,4,6
r7756,817,9140,2,4
r7757,8900,5315,4,14
r7758,5923,7102,1,9
r7759,8378,3441,2,8
r7760,2522,945,3,7
r7761,9462,833,3,17
r7762,40,8403,1,5
r7763,5505,6283,1,20
r7764,6658,8486,4,15
r7765,5929,5460,3,13
r7766,7650,3724,5,10
r7767,3812,4901,3,17
r7768,1993,6731,5,14
r7769,612,9474,2,14
r7770,9423,210,3,7
r7771,7749,239,3,4
r7772,9105,3624,2,1
r7773,9535,1019,1,10
r7774,9002,834,3,15
r7775,7943,3259,4,17
r7776,2514,3544,1,2
r7777,207,918,1,2
r7778,9504,1378,2,4
r7779,1716,3195,3,17
r7780,3886,812,2,11
r7781,4123,4012,1,6
r7782,5285,6479,5,8
r7783,9870,7653,4,7
r7784,3889,6607,4,17
r7785,5999,4795,4,17
r7786,4101,1545,2,20
r7787,2047,6210,5,19
r7788,8934,5380,1,13
r7789,8115,4165,2,6
r7790,1821,4082,2,3
r7791,2319,9080,3,10
r7792,8444,9648,1,20
r7793,3445,5387,2,3
r7794,8457,1647,4,4
r7795,9188,1434,2,1
r7796,6021,2741,4,2
r7797,9746,1726,1,12
r7798,5298,7140,2,10
r7799,5402,1299,2,2
r7800,6545,9404,2,10
r7801,8874,8005,4,19
r7802,5801,7807,5,19
r7803,9305,6116,2,12
r7804,5318,5131,2,19
r7805,3227,7998,3,19
r7806,4330,825,2,6
r7807,1361,6210,4,9
r7808,1255,964,2,16
r7809,8808,1456,4,8
r7810,1259,8120,4,7
r7811,8946,7578,5,11
r7812,5053,280,1,2
r7813,4580,4204,2,17
r7814,4960,2103,1,20
r7815,8918,7075,4,12
r7816,6264,526,4,15
r7817,1994,7240,2,13
r7818,7195,490,1,13
r7819,3867,7392,5,1
r7820,9390,5129,4,17
r7821,4557,9046,4,1
r7822,9191,2187,2,15
r7823,7275,169,4,11
r7824,2028,5990,2,4
r7825,1104,7331,4,10
r7826,3121,3557,4,8
r7827,7880,6240,1,2
r7828,6896,9218,2,17
r7829,1180,8883,4,2
r7830,9253,6141,5,20
r7831,9797,1071,2,5
r7832,3814,5085,3,16
r7833,1044,8375,2,8
r7834,9841,2283,2,1
r7835,5044,869,2,20
r7836,2470,649,3,20
r7837,7557,4971,2,13
r7838,1715,2851,2,19
r7839,5990,177,5,7
r7840,971,964,3,6
r7841,5166,8582,5,7
r7842,3823,9948,3,1
r7843,569,4837,5,11
r7844,8266,446,1,6
r7845,6303,4223,2,5
r7846,8678,3692,4,16
r7847,2886,4197,5,5
r7848,777,6504,5,6
r7849,6054,9851,1,1
r7850,6306,1465,5,17
r7851,5402,6586,5,6
r7852,4605,6151,2,1
r7853,6132,373,3,10
r7854,3869,6733,1,12
r7855,3796,1761,2,7
r7856,2463,4828,3,15
r7857,6820,247,2,11
r7858,9086,6270,3,1
r7859,9544,3124,5,3
r7860,6827,6107,1,12
r7861,9927,8873,5,14
r7862,9824,852,4,18
r7863,3821,9208,3,8
r7864,1201,9432,5,16
r7865,2060,2726,2,7
r7866,5033,1087,2,18
r7867,5463,6545,5,1
r7868,2336,5342,5,7
r7869,3912,6301,5,14
r7870,7360,660,1,3
r7871,5909,9562,4,13
r7872,3909,3356,4,2
r7873,4228,5248,5,1
r7874,5286,5965,4,9
r7875,8550,4182,4,18
r7876,2292,1068,5,10
r7877,8816,8045,1,5
r7878,4909,3132,5,14
r7879,192,7159,5,11
r7880,2463,382,3,12
r7881,2947,981,5,7
r7882,3908,2592,2,5
r7883,4102,1221,3,9
r7884,2430,3482,2,1
r7885,8791,9334,5,13
r7886,5397,2451,2,5
r7887,351,239,3,6
r7888,6033,7792,4,6
r7889,2461,4423,4,11
r7890,5238,6078,1,20
r7891,2627,1985,3,7
r7892,6495,7494,2,14
r7893,9423,5926,1,2
r7894,3490,7950,3,12
r7895,4662,6822,1,15
r7896,7820,2527,5,5
r7897,2516,391,2,5
r7898,8165,2042,4,7
r7899,9905,2871,4,15
r7900,605,7620,1,6
r7901,4563,5505,2,4
r7902,9939,268,2,16
r7903,140,7897,1,20
r7904,6740,2538,4,15
r7905,5037,3278,4,3
r7906,4116,3314,3,5
r7907,3142,7787,1,7
r7908,785,5731,1,7
r7909,7313,1224,3,16
r7910,4318,6693,2,20
r7911,8011,4968,3,7
r7912,2716,2145,3,9
r7913,6410,2095,1,17
r7914,5567,152,5,11
r7915,6052,698,1,3
r7916,4079,8220,1,15
r7917,4421,316,2,6
r7918,5763,9327,2,10
r7919,6534,4938,4,9
r7920,5982,5382,4,19
r7921,605,9868,3,2
r7922,8457,384,1,2
r7923,2164,6698,5,1
r7924,2916,3879,3,7
r7925,4624,5764,5,14
r7926,8965,7427,1,9
r7927,3071,7186,3,14
r7928,8100,3153,3,14
r7929,9584,1869,4,11
r7930,4342,2630,2,3
r7931,8088,9770,1,19
r7932,5557,1437,3,8
r7933,7766,9985,4,14
r7934,9836,1855,1,17
r7935,4307,572,3,12
r7936,8682,8486,2,5
r7937,798,4546,5,8
r7938,2200,5242,1,17
r7939,8431,5107,1,11
r7940,7213,5255,5,18
r7941,53,8892,2,2
r7942,2703,748,1,5
r7943,5673,8504,4,5
r7944,6416,85,5,2
r7945,4096,3819,2,4
r7946,8057,4802,5,19
r7947,8089,2181,4,6
r7948,7715,5222,4,9
r7949,5311,5193,1,12
r7950,2229,2664,2,6
r7951,902,5196,3,1
r7952,6006,1678,5,10
r7953,6037,3806,4,16
r7954,9092,3245,2,14
r7955,658,9548,5,9
r7956,4257,4878,3,2
r7957,4745,6269,2,13
r7958,7686,2040,5,20
r7959,567,8624,3,8
r7960,1455,7995,4,13
r7961,3507,6550,5,19
r7962,7441,453,4,5
r7963,6486,3733,1,4
r7964,9302,7320,3,19
r7965,3541,6067,5,6
r7966,6883,7356,2,6
r7967,5976,2462,3,1
r7968,3029,718,1,3
r7969,7439,972,5,19
r7970,2711,5910,4,11
r7971,4958,1161,3,4
r7972,2174,2082,5,18
r7973,8438,2975,3,1
r7974,1554,5639,2,17
r7975,9041,8683,5,11
r7976,4746,3042,4,19
r7977,7674,9220,1,6
r7978,26,497,1,18
r7979,2932,8353,5,6
r7980,897,9983,1,13
r7981,5697,9985,1,5
r7982,8766,2441,5,6
r7983,7018,9706,4,17
r7984,4460,856,5,2
r7985,6151,6664,4,1
r7986,4887,9315,5,19
r7987,7029,2655,4,1
r7988,4370,7973,3,17
r7989,3041,3751,2,19
r7990,9676,7069,4,1
r7991,9710,8279,4,7
r7992,6890,2821,1,2
r7993,6498,6022,4,17
r7994,940,7713,5,7
r7995,5089,9717,4,15
r7996,7739,7254,1,18
r7997,2935,6983,2,9
r7998,4449,1467,5,17
r7999,3008,9295,1,4
r8000,7736,7876,2,11
r8001,7451,5706,4,11
r8002,7477,142,4,14
r8003,8693,3392,2,4
r8004,9844,9115,3,15
r8005,2971,2544,4,14
r8006,5224,3188,5,13
r8007,838,5294,3,14
r8008,5324,4674,1,5
r8009,2072,6498,4,15
r8010,4020,5004,5,10
r8011,5763,8850,3,11
r8012,876,8587,4,8
r8013,5835,7979,1,12
r8014,6187,7254,4,3
r8015,287,7451,3,18
r8016,5491,4392,5,10
r8017,596,6858,1,16
r8018,970,5255,4,10
r8019,5337,249,2,11
r8020,3582,3612,1,4
r8021,8573,8640,5,16
r8022,5720,3919,1,5
r8023,7311,136,5,8
r8024,8193,7040,1,3
r8025,13,1247,4,11
r8026,34,1769,5,15
r8027,3158,7722,5,16
r8028,2662,7596,4,2
r8029,9249,7762,5,11
r8030,9572,6587,2,15
r8031,6766,5154,2,7
r8032,3231,5352,3,13
r8033,9786,4805,2,11
r8034,6297,5317,4,11
r8035,8482,9255,4,17
r8036,4488,5694,4,8
r8037,3813,9159,3,3
r8038,591,6767,3,19
r8039,5010,3874,4,2
r8040,1868,54,2,19
r8041,9455,8161,5,7
r8042,1704,3188,3,9
r8043,4517,2996,2,18
r8044,6343,2506,5,6
r8045,9216,5278,1,20
r8046,758,5326,1,4
r8047,6422,6248,1,17
r8048,7470,7845,3,14
r8049,3231,9226,5,8
r8050,3890,8498,4,15
r8051,9456,3494,3,9
r8052,9296,1717,2,19
r8053,6040,5033,2,1
r8054,8034,9203,2,3
r8055,6240,2161,4,20
r8056,196,4987,1,7
r8057,1021,5286,4,7
r8058,2857,7665,5,11
r8059,5357,6029,3,3
r8060,7901,4638,3,6
r8061,6704,5161,2,9
r8062,1248,716,4,2
r8063,7030,7256,2,19
r8064,6222,3272,1,9
r8065,6877,4126,4,1
r8066,9237,2216,3,14
r8067,36,3495,5,4
r8068,6279,3340,2,12
r8069,2211,7931,3,20
r8070,1390,2050,3,19
r8071,931,8474,3,4
r8072,6666,8469,3,17
r8073,3760,9394,4,10
r8074,5870,3365,2,4
r8075,10,1557,2,4
r8076,9232,4683,5,10
r8077,3302,183,4,9
r8078,4879,890,4,14
r8079,7528,2042,1,9
r8080,4298,8169,1,14
r8081,4550,3419,4,11
r8082,2399,3454,4,2
r8083,2665,3597,2,14
r8084,9957,2956,4,7
r8085,8329,7967,4,12
r8086,6625,1957,5,13
r8087,7678,2585,1,15
r8088,3175,6218,5,3
r8089,6910,9298,2,11
r8090,8799,7061,2,17
r8091,3895,7498,4,14
r8092,7900,176,5,8
r8093,9130,6190,3,16
r8094,700,3209,1,14
r8095,7607,8136,4,1
r8096,8646,3082,2,2
r8097,9646,3203,2,18
r8098,9900,7894,2,14
r8099,8326,2449,3,4
r8100,7238,5535,1,11
r8101,1882,757,3,19
r8102,5745,2201,4,1
r8103,2151,4382,4,6
r8104,3924,6208,2,18
r8105,1159,712,1,11
r8106,3842,3285,5,8
r8107,8904,3299,5,12
r8108,6764,344,5,7
r8109,40,1424,1,3
r8110,4695,9931,1,17
r8111,7340,1295,2,15
r8112,7970,2822,5,5
r8113,1635,7922,4,17
r8114,6595,9727,1,9
r8115,7843,4138,4,3
r8116,8010,3619,2,16
r8117,8022,2121,2,5
r8118,3950,6700,3,10
r8119,364,83,3,10
r8120,3302,5090,1,3
r8121,9985,2912,1,10
r8122,9477,1818,4,19
r8123,7165,8304,5,1
r8124,5752,9773,4,4
r8125,8479,4636,3,13
r8126,5715,868,4,11
r8127,9451,281,4,17
r8128,2406,2727,4,14
r8129,9440,8316,2,8
r8130,7146,3739,1,4
r8131,7348,6714,2,2
r8132,8754,8061,1,1
r8133,3675,3599,4,11
r8134,2739,1062,3,1
r8135,6127,7189,2,1
r8136,2865,2731,3,3
r8137,6284,6436,4,20
r8138,8651,8948,2,5
r8139,1206,5752,3,3
r8140,2477,5636,1,6
r8141,2773,2043,2,17
r8142,5764,6752,1,13
r8143,6865,6794,4,14
r8144,2238,1139,5,9
r8145,460,8508,5,6
r8146,8664,8234,4,3
r8147,5526,5688,5,9
r8148,7984,9295,3,8
r8149,2167,1916,5,5
r8150,4557,735,1,3
r8151,2420,194,2,14
r8152,5020,565,4,20
r8153,6355,5463,3,4
r8154,7378,2968,2,3
r8155,7490,7875,5,11
r8156,1456,5521,5,17
r8157,4763,2814,5,10
r8158,5111,6086,5,12
r8159,5193,6644,5,12
r8160,7056,7221,1,17
r8161,353,2692,5,12
r8162,6072,9454,1,16
r8163,3647,8768,5,14
r8164,8623,5064,1,13
r8165,5444,9354,1,15
r8166,4630,5963,1,15
r8167,4657,7370,5,1
r8168,7946,5402,3,5
r8169,6840,4085,2,2
r8170,6501,3740,1,4
r8171,2692,4377,2,2
r8172,2778,3325,5,5
r8173,4865,6488,2,7
r8174,3285,2660,3,17
r8175,317,2009,5,4
r8176,8185,1320,2,11
r8177,5174,2271,1,20
r8178,1254,5158,4,13
r8179,2476,6199,4,3
r8180,7947,4174,5,6
r8181,5314,4639,3,2
r8182,44,1540,3,6
r8183,563,1512,3,10
r8184,9126,1951,5,12
r8185,1908,3388,4,7
r8186,8664,8687,1,18
r8187,5622,8479,1,8
r8188,330,4990,2,16
r8189,1623,683,3,2
r8190,8223,8776,5,18
r8191,4001,6700,4,6
r8192,9473,6639,1,12
r8193,1737,6961,5,18
r8194,8558,6394,2,5
r8195,3998,1352,2,19
r8196,6111,2323,1,2
r8197,1517,8615,4,5
r8198,9004,6829,2,1
r8199,110,4107,2,8
r8200,5256,2939,5,19
r8201,3130,9613,5,6
r8202,9496,3578,1,6
r8203,9085,5434,2,14
r8204,1506,6015,1,15
r8205,692,5708,3,14
r8206,775,5475,2,8
r8207,4828,3981,4,17
r8208,7219,7058,4,7
r8209,1998,7121,2,17
r8210,1602,8493,3,5
r8211,1481,4140,5,2
r8212,15,5650,4,19
r8213,7285,5955,1,19
r8214,2490,4621,3,19
r8215,7914,5131,3,14
r8216,1645,5655,2,19
r8217,2944,3536,3,11
r8218,338,4894,4,18
r8219,9052,992,3,18
r8220,581,454,5,17
r8221,492,8535,3,20
r8222,5901,5515,5,10
r8223,252,7587,4,4
r8224,9505,7327,5,8
r8225,3060,5342,4,7
r8226,5654,6952,3,17
r8227,7869,7365,5,5
r8228,115,6797,3,11
r8229,3025,9753,5,19
r8230,3426,9619,2,18
r8231,2060,1318,5,8
r8232,8943,5520,3,10
r8233,9976,7292,5,10
r8234,3018,812,1,13
r8235,5986,918,3,18
r8236,9549,368,2,6
r8237,8019,5164,2,14
r8238,7472,51,3,17
r8239,7785,745,4,3
r8240,9072,8779,3,18
r8241,5594,573,4,13
r8242,9985,3888,4,19
r8243,2131,9763,4,7
r8244,4399,5896,3,13
r8245,596,3901,3,10
r8246,5839,8376,3,2
r8247,9235,7952,4,9
r8248,3691,6886,1,19
r8249,7271,2299,4,10
r8250,1596,8631,5,9
r8251,3389,8097,3,9
r8252,3505,2545,2,12
r8253,9918,4812,5,7
r8254,4842,7789,4,12
r8255,8597,6616,2,7
r8256,7108,8984,4,3
r8257,8918,6086,2,12
r8258,7219,8715,5,1
r8259,6907,8697,1,20
r8260,7443,9005,2,2
r8261,8445,3688,2,19
r8262,5191,5145,4,15
r8263,9894,263,5,14
r8264,2526,5639,5,1
r8265,2782,6315,1,19
r8266,8001,7605,4,4
r8267,8815,7909,1,14
r8268,8586,6704,3,12
r8269,932,3401,5,8
r8270,9665,1973,3,1
r8271,4886,7494,1,7
r8272,7976,3375,3,19
r8273,9831,2734,1,11
r8274,4015,2393,5,1
r8275,2508,987,5,8
r8276,846,6542,1,2
r8277,3033,5066,4,14
r8278,9606,3426,5,13
r8279,2394,4808,5,11
r8280,8663,6058,3,10
r8281,3628,6818,4,9
r8282,89,2045,1,14
r8283,6229,9429,2,9
r8284,1162,3785,5,9
r8285,8382,5954,2,17
r8286,9925,6689,3,17
r8287,4156,4542,2,3
r8288,1032,6142,1,5
r8289,1280,3709,2,20
r8290,1540,3041,2,8
r8291,7611,5163,5,6
r8292,1727,3883,3,11
r8293,3435,2368,5,10
r8294,2254,9683,4,5
r8295,1663,4660,5,12
r8296,3665,8505,3,13
r8297,8041,5106,2,15
r8298,9600,8194,5,7
r8299,1144,9620,4,20
r8300,7648,9285,1,11
r8301,245,2080,3,6
r8302,7961,2242,4,8
r8303,3420,5923,1,18
r8304,3190,2576,5,14
r8305,5815,1741,4,14
r8306,3581,1303,1,8
r8307,1373,8785,2,17
r8308,7842,7884,3,14
r8309,383,1379,2,15
r8310,4718,4407,1,12
r8311,6077,8068,2,9
r8312,6210,2167,3,18
r8313,890,1975,3,18
r8314,94,5340,3,8
r8315,8285,3937,2,8
r8316,7800,7711,3,5
r8317,6454,7044,2,11
r8318,1677,7584,3,6
r8319,8302,7763,5,19
r8320,4622,896,5,2
r8321,1832,9268,4,18
r8322,5480,1417,2,2
r8323,55,6858,5,13
r8324,7057,4220,1,8
r8325,5366,4565,4,7
r8326,624,8979,5,15
r8327,4021,1492,3,1
r8328,678,1968,4,1
r8329,2416,2998,2,3
r8330,8049,1595,5,7
r8331,5946,2894,1,7
r8332,5137,7067,5,15
r8333,5026,3841,4,20
r8334,4729,9118,1,8
r8335,1001,1319,2,8
r8336,7100,3271,3,3
r8337,8288,4824,4,12
r8338,7999,5730,3,12
r8339,8615,2775,1,8
r8340,6661,2483,5,16
r8341,1077,1399,1,12
r8342,3604,4733,4,13
r8343,4964,8910,2,5
r8344,6307,4747,2,20
r8345,962,734,1,9
r8346,8116,5960,1,9
r8347,791,5617,3,11
r8348,7244,2076,5,14
r8349,8277,1664,3,15
r8350,1314,2604,5,3
r8351,4073,6184,5,10
r8352,8284,9212,2,5
r8353,3059,6427,4,18
r8354,5023,2595,4,3
r8355,7581,2434,1,3
r8356,5855,5649,2,12
r8357,495,7761,5,18
r8358,6402,8909,5,13
r8359,7839,3752,5,20
r8360,8530,5827,3,16
r8361,4857,6009,4,13
r8362,7636,8167,1,6
r8363,4454,7622,2,9
r8364,8359,6876,4,20
r8365,7630,2541,1,2
r8366,6421,2765,5,13
r8367,6599,9061,5,12
r8368,3663,774,1,14
r8369,5814,1462,3,19
r8370,339,6993,4,19
r8371,3738,6793,4,1
r8372,2580,4369,2,15
r8373,4101,2722,2,11
r8374,2800,3749,1,2
r8375,3852,3884,4,7
r8376,4343,6635,2,6
r8377,4799,382,1,19
r8378,6438,2126,3,3
r8379,3738,8981,1,1
r8380,4716,3449,4,3
r8381,3985,8510,3,9
r8382,7631,1267,1,14
r8383,4626,6566,3,14
r8384,2485,8661,4,2
r8385,2829,9141,5,19
r8386,8436,4833,2,6
r8387,9682,8471,1,8
r8388,8930,4949,1,16
r8389,8389,2144,3,15
r8390,947,1082,3,17
r8391,2434,7031,4,1
r8392,1592,719,4,14
r8393,9460,4331,3,13
r8394,9073,364,1,15
r8395,9330,7180,5,4
r8396,4891,174,2,16
r8397,7128,9224,5,15
r8398,9006,6028,4,19
r8399,2286,8310,5,4
r8400,405,8492,1,9
r8401,548,7395,3,9
r8402,5321,1305,5,20
r8403,5216,335,4,1
r8404,1597,2008,2,18
r8405,7170,3948,4,8
r8406,8144,116,2,16
r8407,57,2361,5,1
r8408,7228,8843,2,3
r8409,5414,9832,5,18
r8410,3159,2245,5,13
r8411,9146,4708,4,16
r8412,402,4901,2,12
r8413,3266,2359,4,20
r8414,401,5646,4,4
r8415,6041,6266,5,18
r8416,9579,8167,3,6
r8417,1606,9089,5,19
r8418,1438,4392,4,12
r8419,9152,9726,1,2
r8420,4155,7699,2,19
r8421,8923,3242,3,2
r8422,1514,3870,4,8
r8423,9452,9846,2,13
r8424,6293,5738,3,13
r8425,5331,9270,3,13
r8426,9900,6260,5,20
r8427,4689,5922,3,19
r8428,667,9379,3,20
r8429,1392,6340,2,8
r8430,5811,886,1,10
r8431,2545,7778,1,18
r8432,8971,2996,5,3
r8433,1390,4023,4,20
r8434,5759,8405,4,1
r8435,2916,3895,4,8
r8436,297,6896,1,3
r8437,3646,3293,2,8
r8438,3339,9207,1,18
r8439,6679,9485,2,19
r8440,3608,2451,4,10
r8441,4846,1147,1,6
r8442,5990,4057,1,3
r8443,9977,7596,4,2
r8444,3358,9590,3,2
r8445,6222,3472,1,8
r8446,6612,6664,1,5
r8447,5913,6597,3,15
r8448,8046,4059,2,15
r8449,3940,1641,2,8
r8450,4328,1724,1,14
r8451,4769,3001,2,1
r8452,8332,8560,1,4
r8453,1137,341,1,4
r8454,428,8096,5,16
r8455,4924,3035,1,19
r8456,9256,9997,1,3
r8457,4779,4089,2,3
r8458,835,8595,4,16
r8459,8119,2479,4,18
r8460,4391,6101,1,16
r8461,4085,4980,1,17
r8462,9450,1227,3,1
r8463,2776,8366,1,20
r8464,4329,6394,2,8
r8465,1158,1101,2,2
r8466,2320,9518,4,13
r8467,91,7028,5,1
r8468,9706,776,3,6
r8469,5400,431,4,9
r8470,9214,6215,5,1
r8471,2033,9974,3,7
r8472,8327,2095,3,9
r8473,4421,7533,3,17
r8474,6286,7741,5,1
r8475,9747,8623,1,10
r8476,376,2439,5,12
r8477,2649,3476,1,13
r8478,4750,2544,1,15
r8479,1597,6638,2,13
r8480,7500,8962,3,5
r8481,6768,3408,1,20
r8482,4329,135,2,3
r8483,9211,5713,5,16
r8484,298,2067,4,15
r8485,2142,2945,5,17
r8486,2640,8525,1,20
r8487,9437,7329,2,1
r8488,7450,2296,2,20
r8489,5566,6212,1,16
r8490,4517,3893,5,16
r8491,4874,7636,1,5
r8492,5898,7646,3,7
r8493,8763,4900,2,12
r8494,4786,8091,3,5
r8495,9891,4614,4,17
r8496,9081,5376,5,16
r8497,9117,4713,1,4
r8498,266,9194,1,9
r8499,5753,8505,2,8
r8500,2221,5637,1,19
r8501,7878,7023,1,5
r8502,4367,8448,1,19
r8503,662,4174,1,6
r8504,1518,2686,2,11
r8505,7091,6150,3,10
r8506,9506,323,4,5
r8507,8388,7459,3,14
r8508,1558,4140,5,13
r8509,8525,8291,2,7
r8510,1714,3803,2,9
r8511,2416,1647,4,20
r8512,3155,1349,5,2
r8513,2692,2923,5,9
r8514,4433,3181,4,9
r8515,3899,7395,3,5
r8516,762,7682,2,13
r8517,640,616,2,10
r8518,3132,9550,5,15
r8519,3053,7428,2,2
r8520,9385,701,2,8
r8521,1241,9542,3,6
r8522,4844,2544,1,7
r8523,7919,1541,2,19
r8524,6845,8447,3,3
r8525,7742,3197,2,2
r8526,1608,5910,1,3
r8527,2310,1506,1,5
r8528,8156,122,3,20
r8529,5739,2613,5,6
r8530,6524,8856,5,5
r8531,6916,9805,1,19
r8532,7181,7848,3,7
r8533,6883,5357,1,11
r8534,2873,7326,4,14
r8535,2422,776,1,9
r8536,4266,4898,3,16
r8537,7217,202,4,3
r8538,9378,1874,2,10
r8539,6079,864,4,5
r8540,6178,6532,2,17
r8541,6883,2944,3,2
r8542,7051,8862,2,10
r8543,7622,3195,2,4
r8544,5044,5093,1,3
r8545,4050,5815,3,8
r8546,937,9969,3,2
r8547,2330,5275,3,19
r8548,3179,463,3,16
r8549,3419,4579,1,1
r8550,4510,5811,4,6
r8551,6142,3044,3,6
r8552,1526,4054,2,9
r8553,8323,1268,2,3
r8554,9006,3572,1,16
r8555,4356,5699,5,17
r8556,9398,8983,1,18
r8557,5501,6845,4,11
r8558,1797,5961,4,18
r8559,8093,8536,1,18
r8560,5554,3320,2,17
r8561,3728,4205,3,5
